"","Scenario","Payload"
"952","Autonomous underwater vehicle used to monitor chlorophyll concentration in harmful algal blooms, planning routes to maximize sensor coverage of areas of high concentration and high rate of change.","Physical/Chemical sensors"
"953","Near‐surface drifters equipped with a spectroradiometer to measure upwelled radiance at SeaWiFS wavelengths and a temperature sensor to study physical and biological scales of variability in the California Current System and Antarctic Polar Front.","Physical/Chemical sensors"
"954","REMUS autonomous underwater vehicle deployed for coastal oceanographic research and plume mapping; carries CTD, light scattering sensor, side‐scan sonar, ADCP and turbulence sensors to characterize physical parameters; integrates a bioluminescence instrument (‘Other’) for biological measurements; uses a rhodamine fluorometer for plume mapping; and an optical package with chlorophyll fluorometer (physical/chemical) and seven‐channel radiometers (multispectral) to support physical and biological studies.","Physical/Chemical sensors"
"955","An autonomous underwater vehicle (AUV) is used to detect, classify, and track oceanic temperature fronts (isotherms) in 2D and 3D space by autonomously tracing paths along and across the front.","Physical/Chemical sensors"
"956","A fixed underwater observatory was deployed to collect and transmit near‐real‐time RGB images of hydrothermal vent activity and temperature measurements for monitoring chemical, biological, and geological processes.","Physical/Chemical sensors"
"957","An AUV (underwater vehicle) was used to conduct high-resolution spatial surveys of the reservoir bathymetry and to measure in situ water quality parameters.","Physical/Chemical sensors"
"958","An autonomous underwater vehicle–style system used for integrated marine environment and biology monitoring, employing a physical-chemical sensor suite to measure water properties, a filtration-based sampler for DNA collection, an RGB plankton imaging system for biological observations, and an acoustic (sonar) system for biomass assessment.","Physical/Chemical sensors"
"959","Slocum gliders were deployed with in situ physical/chemical sensors to collect water column profiles across ecological scales, supporting ocean model validation, monitoring of fish/mammal migrations, and 3-D mapping of ocean conditions.","Physical/Chemical sensors"
"960","A remotely operated vehicle (ROV) was used to image and sample the marine ecosystem surrounding free-drifting Antarctic icebergs, employing onboard imaging (RGB), in-situ physical/chemical sensors for environmental measurements, and a suction sampler for water sampling during biological and chemistry dives.","Physical/Chemical sensors"
"961","The ROV HyperDolphin vehicle was deployed to survey and catalogue deep‐sea scyphomedusan fauna and to measure water‐column physico‐chemical parameters (temperature, salinity, dissolved oxygen) to determine species distributions relative to water mass structure.","Physical/Chemical sensors"
"962","The ROV (remotely operated vehicle) was used to survey deep‐water skate egg capsule concentrations and to profile environmental conditions (conductivity-temperature-depth) around egg‐laying habitats.","Physical/Chemical sensors"
"963","Deployment of drifters equipped with temperature and sound‐speed sensors to restore and monitor surface layer salinity variability in the Black Sea and evaluate forecast analyses.","Physical/Chemical sensors"
"964","Underwater gliders equipped with optical oxygen sensors were used to collect vertically resolved diel measurements of oxygen concentration to estimate photosynthesis and respiration rates (metabolic rates) in oligotrophic ocean waters.","Physical/Chemical sensors"
"965","A low-power AUV buoyancy glider (Seaglider) was deployed to perform long-endurance biological and environmental data acquisition, using a passive acoustic sensor (hydrophone) to detect and monitor cetacean presence and distribution, and onboard sensors to record temperature, salinity, pressure, dissolved oxygen, and chlorophyll a.","Physical/Chemical sensors"
"966","An ROV-mounted video camera (RGB) and depth sensor were used to collect 45.7 h of footage and depth data to quantify loggerhead turtle feeding habits, buoyancy control, water column usage, behavioral frequencies, and interactions with sympatric biota.","Physical/Chemical sensors"
"967","Autonomous underwater vehicles (AUVs) were deployed to collect high‐resolution environmental data (e.g., salinity and water column stratification) to assess physical drivers of seasonal zooplankton assemblage variation.","Physical/Chemical sensors"
"968","An AUV was used to collect high‐resolution temperature measurements to model and map the spatial distribution of an effluent plume, distinguish it from ambient waters, and characterize its dispersion for environmental impact assessment.","Physical/Chemical sensors"
"969","An ROV (remotely-operated vehicle) was used to collect precious coral colonies and record environmental parameters (depth, temperature, substrate) for habitat characterization.","Physical/Chemical sensors"
"970","The study uses an aerial drone to generate maps and an autonomous amphibious rover as a carrier for ground‐based sensors (multispectral cameras, electronic noses, georadar) to collect and integrate subsurface and environmental data in wetlands, rivers, lakes, open sea and hazardous areas, linking these ground layers to aerial imagery.","Physical/Chemical sensors"
"971","A remotely operated towed underwater vehicle equipped with in situ high‐resolution physical/chemical sensors (e.g., conductivity–temperature–depth, nutrient and chlorophyll‐a sensors) was used to characterize the three‐dimensional structure and dynamics of the tidal front and its impact on nutrient and chlorophyll‐a distribution.","Physical/Chemical sensors"
"972","A drifter equipped with bio-optical sensors (measuring fluorescence, downwelling irradiance, upwelling radiance and beam attenuation) and an automated water sampler was deployed to study the biological, chemical and physical dynamics of meandering filaments in the California Current.","Physical/Chemical sensors"
"973","An underwater unmanned vehicle (ROV) was used to survey benthic habitat via video/imaging (RGB) and to collect bottom environmental measurements (temperature, salinity, pH, O₂) with physical/chemical sensors to define and map essential embryo habitat for market squid.","Physical/Chemical sensors"
"974","An autonomous underwater vehicle (AUV) was used to sample thin phytoplankton layers: onboard gulpers (sampler) capture water at chlorophyll fluorescence peaks, with adaptive triggering based on real-time fluorescence and optical backscattering measurements (physical/chemical sensors).","Physical/Chemical sensors"
"975","An ROV vehicle equipped with video (RGB) and physical/chemical sensors was used to measure oxygenation, temperature, and capture imagery for assessing biological zonation, community diversity, and sediment characteristics across depth transects on the ocean floor.","Physical/Chemical sensors"
"976","The remotely operated vehicle was used to collect video imagery and CTD environmental data to characterize mesopelagic fauna and their relationships with environmental variables.","Physical/Chemical sensors"
"977","An ROV‐deployed in situ respirometer was used to measure the basal metabolic (respiration) rates of hadal megafauna at depths >6000 m to investigate effects of pressure and food supply on animal metabolism.","Physical/Chemical sensors"
"978","CARIOCA drifters equipped with sensors for surface CO2 partial pressure and dissolved inorganic carbon were deployed to investigate pCO2 and DIC patterns and compute air-sea CO2 fluxes in the Subantarctic Zone.","Physical/Chemical sensors"
"979","Argo floats and surface drifters were deployed to characterize circulation around the Crozet Plateau by measuring hydrographic properties (e.g., temperature, salinity) and tracking water movement, thereby informing current pathways and related biological blooms.","Physical/Chemical sensors"
"980","An autonomous Spray glider was deployed to obtain high-resolution physical (temperature, salinity) and biological (chlorophyll-a fluorescence) measurements to characterize cross-filament gradients and offshore transport in the Morro Bay upwelling filament.","Physical/Chemical sensors"
"981","The PROTEUS unmanned semi-submersible vehicle carried the ArLoC probe to continuously measure temperature, pressure, and chlorophyll a fluorescence, enabling high-resolution monitoring of ecological processes during glacier melting.","Physical/Chemical sensors"
"982","Ocean gliders deployed to measure dissolved oxygen, temperature, and salinity gradients, allowing inference of three-dimensional oxygen transport and improved estimation of net community production and biological pump dynamics.","Physical/Chemical sensors"
"983","Autonomous underwater vehicles (ESP robotic systems) were deployed to autonomously detect and quantify harmful algal bloom species abundance and toxin concentrations, using onboard chemical sensors to characterize environmental variability and intelligently guide sample acquisition.","Physical/Chemical sensors"
"984","Underwater gliders were used to autonomously measure chlorophyll-a concentrations to investigate temporal and vertical variations and understand dynamic oceanographic processes and biological responses in the Luzon Strait.","Physical/Chemical sensors"
"985","The Amphibious Drone carries a multispectral camera and probes (Photosynthetically Active Radiation and CTD) to monitor oceanographic and biological parameters by surveying the sea surface, surface structures, and deploying underwater sensors along the water column.","Physical/Chemical sensors"
"986","Autonomous underwater gliders were deployed to obtain high‐resolution hydrographic measurements and zooplankton backscatter data, enabling analysis of canyon dynamics and their influence on zooplankton distributions.","Physical/Chemical sensors"
"987","An autonomous underwater vehicle (AUV) equipped with in situ methane sensors was used to detect and map hydrothermal venting activity along a transect, enhancing discovery of seafloor hydrothermalism","Physical/Chemical sensors"
"988","A glider was deployed to obtain in situ measurements (e.g., dissolved inorganic carbon and mixing- and mixed-layer depths) in the upper water column to detect the onset of the phytoplankton spring bloom.","Physical/Chemical sensors"
"989","Glider used to collect physical and chemical observations (temperature, salinity, dissolved oxygen) to quantify warming, freshening, and oxygen depletion trends in the Bothnian Sea","Physical/Chemical sensors"
"990","A Slocum autonomous glider was deployed in Lake Ontario to collect over 3,000 vertical profiles of the water column, measuring parameters such as chlorophyll fluorescence and temperature to evaluate cross-shore and along-shore water quality gradients and pinpoint frontal boundaries in the coastal transition zone.","Physical/Chemical sensors"
"991","Multi-parametric in situ physical and biogeochemical sensors were deployed on an ocean glider and a towed vehicle to sample fine-scale physical and biogeochemical variables across a frontal zone in the western Mediterranean Sea.","Physical/Chemical sensors"
"992","An autonomous underwater glider was deployed to collect offshore limnological measurements (temperature, photosynthetically active radiation, chlorophyll-a fluorescence) to derive mixed layer depth, light penetration metrics, and subsurface chlorophyll-a maxima in Lake Michigan.","Physical/Chemical sensors"
"993","A wave glider platform equipped with salinity sensors was used to collect in situ sea surface salinity data for developing and validating a proxy to map low-salinity water plumes in the East China Sea.","Physical/Chemical sensors"
"994","Gliders equipped with in situ physical/chemical sensors were used to collect high‐resolution measurements of potential temperature and chlorophyll concentration along the water column to evaluate and compare the performance of CMEMS model outputs in the Algerian Basin.","Physical/Chemical sensors"
"995","A Slocum glider equipped with ISFET-based pH and salinity sensors was deployed seasonally to collect high-resolution vertical profiles of the carbonate system (pH, total alkalinity, aragonite saturation state, etc.) in the Mid-Atlantic Bight to establish baselines and identify drivers of ocean acidification.","Physical/Chemical sensors"
"996","Glider vehicles equipped with conductivity–temperature–depth (CTD) sensors collect real-time and near-real-time oceanographic data; these physical/chemical sensors are used for field correction, inter‐calibration, thermal‐lag correction, and adjustment for biological fouling to support long-term global‐change analyses.","Physical/Chemical sensors"
"997","A Slocum glider equipped with a deep ISFET-based pH sensor was used to sample pH throughout the coastal ocean water column, providing high-resolution acidification monitoring data (pH, alkalinity, aragonite saturation).","Physical/Chemical sensors"
"998","Biogeochemical‐Argo floats (autonomous drifting platforms) carry sensors to monitor oxygen, nitrate and chlorophyll a concentrations for detecting changes in ocean biogeochemistry and quantifying observational errors to constrain and assimilate data into ocean biogeochemical models.","Physical/Chemical sensors"
"999","Gliders equipped with temperature and salinity sensors were used to monitor basin circulation and characterize surface and intermediate water masses, enabling investigation of basin-scale circulation and mesoscale structures.","Physical/Chemical sensors"
"1000","Deployment of bio-optical (optical backscatter) sensors on a glider to derive daily small-particle POC concentrations and study seasonal to annual variability in carbon export via the mixed-layer pump at the Porcupine Abyssal Plain.","Physical/Chemical sensors"
"1001","Ocean gliders, autonomous buoyancy-driven underwater vehicles, were used to continuously record physical and chemical parameters (salinity, oxygen, temperature, pressure, depth, light) to investigate microbial biofilm densities and diversity on glider surfaces under varying environmental conditions.","Physical/Chemical sensors"
"1002","The glider was deployed to collect high-frequency spatial and temporal water column profiles of biological, physical, and chemical parameters (e.g., chlorophyll, nutrient levels) to quantify variability at the coastal San Pedro Ocean Time-series site and provide context for time series data and modeling efforts.","Physical/Chemical sensors"
"1003","Automated gliders deployed to collect high-resolution temperature (thermocline) profiles, supporting evidence of local upwelling driving chlorophyll enhancement in the Southern California Bight.","Physical/Chemical sensors"
"1004","Glider used to estimate biologically relevant physical and optical variables, including fluorescence-based chlorophyll measurements and particle concentrations, to characterize seasonal patterns and cross‐shore and latitudinal gradients on the Washington and Oregon shelves.","Physical/Chemical sensors"
"1005","A glider‐deployed optical sensor (MiniFluo‐UV) was used to measure tryptophan‐like and phenanthrene‐like fluorescence of dissolved organic matter (DOM) in situ to reveal spatial and temporal DOM dynamics in the Mediterranean Sea.","Physical/Chemical sensors"
"1006","Unmanned aerial systems (drones) equipped with laser (Lidar), spectral (multispectral) and chemical detectors are used to measure structural and phytochemical predictors of habitat quality at multiple spatial scales. Robotic animals equipped with advanced biotelemetry systems are used to assess fine-scale habitat use, movement, and reproductive effort of grouse.","Physical/Chemical sensors"
"1007","Gliders were deployed to acoustically detect North Atlantic right whales and to simultaneously record oceanographic parameters (temperature, salinity, oxygen, density, chlorophyll) for mapping whale presence relative to oceanic fronts during migration off New Jersey.","Physical/Chemical sensors"
"1008","The Slocum glider and its onboard physical/chemical sensors were deployed to collect over 25,000 water column profiles (temperature, salinity, chlorophyll fluorescence) to evaluate mixed layer depth and phytoplankton vertical distribution across submarine canyons.","Physical/Chemical sensors"
"1009","Ocean gliders were deployed to measure cross-shelf density profiles under varying wind and tide conditions to study the transport of inshore waters and suspended material by dense shelf water cascades.","Physical/Chemical sensors"
"1010","Underwater gliders were used to measure upper‐ocean temperature anomalies and chlorophyll fluorescence to reveal coastal effects of 2014–2015 warming and associated biological changes.","Physical/Chemical sensors"
"1011","A Seaglider was deployed to collect high‐resolution profiles of conductivity, temperature, depth, dissolved oxygen, backscatter, and fluorescence to investigate supply and consumption processes of dissolved oxygen beneath the thermocline in a stratified shelf sea.","Physical/Chemical sensors"
"1012","Autonomous underwater gliders equipped with oxygen optodes and environmental probes measured diurnal cycles of dissolved oxygen, chlorophyll, and temperature to quantify diel primary productivity (GPP) and net community production (NCP) in the subtropical North Pacific at Station ALOHA.","Physical/Chemical sensors"
"1013","The Slocum glider was used to examine the entrainment of nutrient-rich continental shelf water into a cyclonic frontal eddy by measuring in situ temperature and salinity signatures.","Physical/Chemical sensors"
"1014","An autonomous underwater glider was deployed to collect high-resolution in situ temperature and salinity data along with optical fluorescence and backscatter measurements to resolve fine‐scale spatial and temporal variations in phytoplankton biomass and related biogeochemical parameters.","Physical/Chemical sensors"
"1015","A submarine cabled observatory is used to provide continuous, real-time monitoring of hydrothermal vent intensity, chemical parameters, temperature, and imagery of biological communities at mid-ocean ridge volcanoes for comparative studies of seafloor formation.","Physical/Chemical sensors"
"1016","A glider equipped with a CTD and fluorometer was deployed to profile conductivity, temperature, depth and fluorescence, enabling the study of frontal-driven re-stratification and the onset of phytoplankton blooms.","Physical/Chemical sensors"
"1017","A glider was used to measure continental slope source water temperature for defining timing of spring and fall transitions and assessing interannual variability in upwelling dynamics and DO concentrations.","Physical/Chemical sensors"
"1018","The Seaglider autonomous underwater glider was used to investigate the 2005 spring phytoplankton bloom in the Labrador Sea, deploying hydrographic, bio-optical and oxygen sensors to measure physical and biological variables such as fluorescence, oxygen supersaturation and chlorophyll distribution within eddy‐like features and fronts.","Physical/Chemical sensors"
"1019","Underwater gliders profiled to 200 m measuring temperature, salinity and chlorophyll fluorescence to characterize mesoscale variability and phytoplankton distribution and to examine the evolution of a thin phytoplankton layer driven by physical forcing.","Physical/Chemical sensors"
"1020","Underwater gliders (Spray gliders) were used to sample sections across the southern California Current System, measuring depth-averaged velocity, temperature, salinity, chlorophyll a fluorescence and 750 kHz acoustic backscatter (via an Acoustic Doppler Profiler) to study circulation patterns and physical–biological fronts.","Physical/Chemical sensors"
"1021","The underwater glider equipped with in situ physical/chemical sensors (temperature, salinity, oxygen, total dissolved gas pressure) was used to survey O₂ concentrations and nitrogen gas as tracers to calculate net annual biological oxygen production (and infer carbon export) in the euphotic zone.","Physical/Chemical sensors"
"1022","The ASV (autonomous surface vehicle) platform was used to collect high spatial resolution salinity and phytoplankton biomass data to define bloom parameters and improve the detection and monitoring of harmful algal blooms in Singapore waters.","Physical/Chemical sensors"
"1023","The Slocum Glider carried sensors measuring temperature, conductivity, dissolved oxygen, chlorophyll a fluorescence, coloured dissolved organic matter fluorescence, and optical backscatter to resolve meso-scale physical and biological processes and monitor the early stages of the spring phytoplankton bloom in the Strait of Georgia.","Physical/Chemical sensors"
"1024","A fleet of solar-powered autonomous surface vehicles (OASIS) is deployed offshore to measure surface ocean currents, meteorological parameters, surface salinity and temperature, air-sea CO2 fluxes, water-leaving radiances, chlorophyll and CDOM fluorescence, and harmful algal bloom detection.","Physical/Chemical sensors"
"1025","Unmanned robotic platform used to collect diel profiles of dissolved oxygen and temperature for estimating net primary production, community respiration, and gross primary production via a DO mass balance framework in eutrophic lake waters.","Physical/Chemical sensors"
"1026","A small rotary-wing UAS was used as a sampling platform to actively collect viable aerosolized microbes in wildfire smoke plumes using an impaction-based bioaerosol sampler (also sampling particulate matter and micrometeorology).","Sampler/Releaser"
"1027","The unmanned surface vehicle (USV) carried 3D-printed impingers (samplers), optical particle counters and a weather station (physical/chemical sensors) to collect bioaerosols and monitor particle sizes near the water surface, while the small unmanned aircraft system (sUAS; drone) collected microorganisms on agar media 50 m above the water.","Sampler/Releaser"
"1028","UAVs equipped with RGB, multispectral and thermal sensors plus a water sampling device were used to create precise ecological maps, detect anomalous thermal zones, identify and census wildlife, build 3D models of geological formations, and sample dissolved chemicals in inaccessible or protected Antarctic areas.","Sampler/Releaser"
"1029","A UAV-mounted DeLeaves tool is used to efficiently collect small tree canopy branch samples (≤25 mm stem diameter, ≤500 g) from the uppermost canopy to support forestry, ecophysiology, nutrient diagnostics, remote sensing model development, genetic analysis, and biodiversity monitoring.","Sampler/Releaser"
"1030","Drone fitted with remote-controlled spore traps used to collect viable and non-viable spores and pollen from the lower atmosphere","Sampler/Releaser"
"1031","Two UAVs (drones) were deployed: one to release fluorescent dye tracer (releaser) and the other to collect RGB imagery. These data were used to calculate surface water flow direction and magnitude non-intrusively in a salt marsh environment.","Sampler/Releaser"
"1032","A sampler mounted on a copter‐type UAV was used to collect semivolatile oxygenated organic compounds (SV-OVOCs) in the roughness layer over a tropical forest to study their concentrations and direct emissions.","Sampler/Releaser"
"1033","Helicopter-type UAVs (drones) are employed for rapid detection of fire sources, real-time monitoring of fire edges, and coordination of ground teams; the releaser function is used to drop information pennants at specified points for marking or communication purposes.","Sampler/Releaser"
"1034","A UAV-mounted sampling system was used to collect biomass burning smoke samples to estimate greenhouse gas emission factors (CO2, CO, CH4, N2O).","Sampler/Releaser"
"1035","Autonomous drone used to perform in situ fluorescence measurements for mapping water quality gradients and to collect targeted water samples via a pumping mechanism sampler.","Sampler/Releaser"
"1036","Precision aerial release of the biological control agent R. latipes to control the invasive plant P. perfoliata using pods and a dispenser system on unmanned aerial systems.","Sampler/Releaser"
"1037","The drone was used to collect and deliver river water samples for basic water quality assessments, enabling generation of large, reliable water quality datasets at faster rates than traditional approaches.","Sampler/Releaser"
"1038","The drone (multirotor UAV named SnotBot) is used to collect observational data and biological samples (whale exhaled breath condensate) from living whales in a less intrusive manner for marine biological research.","Sampler/Releaser"
"1039","The SnotBot UAV is used to collect observational data and biological samples (whale exhalations) from living whales in a less intrusive and more effective way.","Sampler/Releaser"
"1040","Ocean-surface Saildrones (unmanned vehicles) follow northern fur seals to collect biological imagery and fluid samples, and aerial drones (Snotbots) fly through cetacean exhales to collect microbial samples.","Sampler/Releaser"
"1041","Use of a fixed-wing drone with net traps to sample and monitor flying insects in the planetary boundary layer","Sampler/Releaser"
"1042","A drone-mounted DAPSI system was used to collect biological aerosol particles (impinger/impactor samplers) and measure particulate matter (PM10 & PM2.5), air temperature, relative humidity, and pressure to study sources and near-surface transport of bioaerosols, particularly biological ice nucleating particles.","Sampler/Releaser"
"1043","Remotely operated vehicles were used to acquire high-resolution imagery and to collect physical samples of deep-sea enteropneusts for species discovery and ecological characterization.","Sampler/Releaser"
"1044","Autonomous underwater vehicle used to automatically collect water samples for estimating water column parameters and generating high-resolution water quality maps.","Sampler/Releaser"
"1045","An autonomous underwater vehicle is used to survey thin phytoplankton layers and detect fluorescence peaks, triggering onboard gulpers to capture water samples.","Sampler/Releaser"
"1046","A remotely operated underwater vehicle was used to survey deep-sea coral communities and physically collect coral specimens for subsequent age and growth analyses.","Sampler/Releaser"
"1047","The ROV is deployed for deep-sea environment parameter measurement, optical observation, and sampling at depths up to 6000 m; RGB cameras are used for visual monitoring, and sampling tools collect water, sediment, and biological samples.","Sampler/Releaser"
"1048","An ROV (underwater vehicle) was used to document mass transport events and the distribution of chemosynthetic biological communities through video imagery (RGB), multibeam mapping (Sonar), and physical sampling (Sampler).","Sampler/Releaser"
"1049","The sampling system is deployed on drifters (and other unmanned aquatic vehicles) to collect water samples for in-situ measurement of chemical or biological water parameters.","Sampler/Releaser"
"1050","An autonomous underwater vehicle–style system used for integrated marine environment and biology monitoring, employing a physical-chemical sensor suite to measure water properties, a filtration-based sampler for DNA collection, an RGB plankton imaging system for biological observations, and an acoustic (sonar) system for biomass assessment.","Sampler/Releaser"
"1051","A remotely operated vehicle (ROV) was used to image and sample the marine ecosystem surrounding free-drifting Antarctic icebergs, employing onboard imaging (RGB), in-situ physical/chemical sensors for environmental measurements, and a suction sampler for water sampling during biological and chemistry dives.","Sampler/Releaser"
"1052","The autonomous underwater vehicle (AUV) platform was used to recognize, map, and sample intermediate nepheloid layers (INLs), and the targeted water sampler was used to collect specific water masses for subsequent analysis of invertebrate larvae.","Sampler/Releaser"
"1053","The ROV Hyper-Dolphin was used to obtain high-definition and digital imagery (RGB) and to collect physical samples (slurp gun suction sampler) of deep-water benthic decapod crustaceans at 520–680 m depth.","Sampler/Releaser"
"1054","Remotely operated vehicles were used to examine submerged flanks of free-drifting icebergs, survey algal communities, and collect material for shipboard laboratory studies.","Sampler/Releaser"
"1055","Remotely operated vehicles were used to physically sample benthic communities in reduced, sulphidic microhabitats (sediments and carbonate crusts) to characterize faunal assemblages.","Sampler/Releaser"
"1056","Autonomous underwater vehicles were used for high-resolution mapping and sampling of a phytoplankton-enriched patch to assess small-scale spatial patterns in toxicity of Pseudo-nitzschia and their coupling with sediment resuspension.","Sampler/Releaser"
"1057","Deep-sea remotely operated vehicle used to collect vent fluids, rocks, microbes, and fauna from hydrothermal vents under permanent ice cover on the Gakkel Ridge.","Sampler/Releaser"
"1058","The ROV (remotely operated vehicle) was used to explore the TAG vent site and collect high-definition images of the new amphipod species, and its suction sampler was used to physically collect specimens for identification and morphological description.","Sampler/Releaser"
"1059","ROV vehicle used to perform photo transects (RGB imagery) and collect biological samples (sampler) for a deep-sea benthic community survey at an inactive sulfide mound.","Sampler/Releaser"
"1060","A remotely operated vehicle (ROV) and an underwater camera sled were used to explore fluid‐migration edifices and image the seafloor (RGB), while sampler devices collected sediment and fauna for deep‐sea habitat characterization.","Sampler/Releaser"
"1061","An ROV (vehicle)–mounted imaging system (RGB) and laser profiling system (Lidar) were used to survey and profile the macrofauna community and seafloor structure, and a TV grab sampler was deployed to collect biological specimens.","Sampler/Releaser"
"1062","Remotely operated vehicles were used to physically collect specimens of a new deep‐sea sponge species from the Orphan Seamount environment.","Sampler/Releaser"
"1063","A Remotely Operated Vehicle was used to deploy and operate push-corers to sample sediments beneath and around artificial food-falls, enabling analysis of bacterial and meiofauna/me­latode responses at different depths and distances.","Sampler/Releaser"
"1064","Remotely Operated Vehicles and towed video sledges (underwater vehicles) were used to collect baseline imagery of deep‐sea megafauna (RGB camera) and to perform sampling surveys (sampler) for morphological and molecular identification of specimens.","Sampler/Releaser"
"1065","An autonomous underwater vehicle was used to collect RGB photographs of the sponge grounds, and a remotely operated vehicle was used to physically collect sponge samples to assess species composition and density.","Sampler/Releaser"
"1066","A drifter equipped with bio-optical sensors (measuring fluorescence, downwelling irradiance, upwelling radiance and beam attenuation) and an automated water sampler was deployed to study the biological, chemical and physical dynamics of meandering filaments in the California Current.","Sampler/Releaser"
"1067","An autonomous underwater vehicle (AUV) was used to sample thin phytoplankton layers: onboard gulpers (sampler) capture water at chlorophyll fluorescence peaks, with adaptive triggering based on real-time fluorescence and optical backscattering measurements (physical/chemical sensors).","Sampler/Releaser"
"1068","A plankton net mounted on a remotely operated vehicle was used to collect cryogenic gypsum under pack ice in the Nansen Basin to study its role as a ballasting mineral","Sampler/Releaser"
"1069","A remotely operated vehicle was used to collect tubular carbonate conduit (TCC) samples from the seabed to study their biogeochemical reactions and biological formation processes.","Sampler/Releaser"
"1070","An underwater remotely operated vehicle was used to collect and size marine particle aggregates (>0.25 mm) across depths to inventory particle types and study their origins and distribution in the Monterey Submarine Canyon.","Sampler/Releaser"
"1071","An ROV vehicle equipped with an RGB video camera was used for underwater surveys to determine coral size class distributions and a manipulator sampler was used to collect coral specimens for reproductive ecology analysis.","Sampler/Releaser"
"1072","Remotely operated vehicle-mounted vibrocoring was used to collect sediment cores from cold-water coral mounds to study mound formation and paleoenvironmental variation.","Sampler/Releaser"
"1073","Remotely operated vehicle equipped with multibeam and sidescan sonar to map seafloor substrate, plus video/photographic (RGB) cameras and a grab sampler to survey habitat use by juvenile and adult redfish.","Sampler/Releaser"
"1074","The ROV QUEST 4000 vehicle deployed push-coring devices to collect sediment samples for assessing the impacts of experimentally generated sediment disturbance on bathyal nematode communities.","Sampler/Releaser"
"1075","An inspection-class ROV (vehicle) was employed with a compact, low-cost sampling system (sampler) to target and collect novel reef fish species at mesophotic depths (90–187 m).","Sampler/Releaser"
"1076","An autonomous underwater vehicle (AUV) was used to observe environmental variability at high resolution and acquire targeted water samples for studying larval distributions and associated ecological processes in a coastal upwelling retention zone.","Sampler/Releaser"
"1077","The Mesobot robotic vehicle was used to deploy a large-volume eDNA sampler with in situ filtration to collect seawater samples (40–60 L) at depths of 20–400 m for marine biodiversity and conservation analyses.","Sampler/Releaser"
"1078","The robot-mounted Environmental Sample Processor (ESP) was used to autonomously collect water samples based on physical and biogeochemical sensors to characterize estuarine microbiota hotspots during oxygen-depleted intrusions and turbidity maxima.","Sampler/Releaser"
"1079","Underwater mobile vehicle used to collect water and bottom sediment samples for real‐time determination of chemical composition via laser‐induced breakdown spectroscopy.","Sampler/Releaser"
"1080","Use of multirotor UAVs (SnotBots) to collect observational data and biological samples from living whales in a less intrusive and more effective way.","Sampler/Releaser"
"1081","Used drones (unmanned aircraft systems) to conduct repeated low-altitude flights over captive American black bears and employed implanted cardiac biologgers to measure heart rate responses and assess habituation to UAS exposure.","Logger"
"1082","An uncrewed aerial system (drone) is used to remotely attach suction-cup biologging tags (loggers) to free-swimming large whales for studying their behavior while minimizing close-approach disturbance.","Logger"
"1083","The drone is used to deliver and attach a biologging logger to the back of sperm whales, facilitating remote data collection on whale behavior and movements that cannot be obtained by direct observation.","Logger"
"1084","A dual-UAV system used one drone with a hydrophone (SoundTrap) for underwater acoustic recordings of gray whale calls to measure source levels and behavioral context, and another drone equipped with an RGB camera for overhead visual behavioral observations.","Sonar"
"1085","The AUV platform was deployed to follow and observe humpback whales underwater by detecting their songs, and the passive sonar sensor was used to detect and locate whales underwater.","Sonar"
"1086","An underwater remotely operated vehicle (ROV) was deployed beneath polar sea ice to carry optical (RGB), acoustic (sonar), and physical/chemical sensors for interdisciplinary observation of the ice–ocean interface and associated ecosystem.","Sonar"
"1087","The AUV platform was deployed under ice to collect water property measurements (thermal structure) using a CTD (physical/chemical sensor) and to map the draft of deformed ice using multibeam swath bathymetry (sonar).","Sonar"
"1088","The study’s methods are suited for real-time passive acoustic monitoring and localization of anthropogenic (shipping) and biological (marine mammal) sound sources when deployed on autonomous underwater vehicles and wavegliders.","Sonar"
"1089","REMUS autonomous underwater vehicle deployed for coastal oceanographic research and plume mapping; carries CTD, light scattering sensor, side‐scan sonar, ADCP and turbulence sensors to characterize physical parameters; integrates a bioluminescence instrument (‘Other’) for biological measurements; uses a rhodamine fluorometer for plume mapping; and an optical package with chlorophyll fluorometer (physical/chemical) and seven‐channel radiometers (multispectral) to support physical and biological studies.","Sonar"
"1090","A working-class ROV (vehicle) was used with a high-resolution multibeam sonar system to map detailed submarine landslide headwall morphology and an onboard video camera (RGB) for close-up ground-truthing and sampling.","Sonar"
"1091","A remotely operated vehicle (robot) deployed an Acoustic Doppler Current Profiler (ADCP) sonar on a cabled seafloor observatory to measure in situ water current velocities and echo intensity, assess disturbances caused by submersibles, and explore potential detection of marine mammals.","Sonar"
"1092","An ROV (underwater vehicle) was used to document mass transport events and the distribution of chemosynthetic biological communities through video imagery (RGB), multibeam mapping (Sonar), and physical sampling (Sampler).","Sonar"
